  0.20000000000000001       -2.7146334079357834       -3.8744343858089536       -3.2945338968723683       -2.0980540351394890        5.7990048893658486        1.8791678742252302     
   4.0000000000000001E-002  -2.7279357010575378       -2.9109896595373828       -2.8194626802974603       -2.8019771800790312        4.5763489619961293        4.5334807764853204     
   8.0000000000000002E-003  -2.7848864064753118       -2.8211777287231592       -2.8030320675992355       -2.8023505287462931        4.5364152809809077        4.5347618820051601     
   1.6000000000000001E-003  -2.7987504788420239       -2.8060062066931346       -2.8023783427675792       -2.8023511091114157        4.5348299069439966        4.5347638664332619     
   3.2000000000000003E-004  -2.8016266366986255       -2.8030777619821032       -2.8023521993403646       -2.8023511100386829        4.5347665108674127        4.5347638699316208     
   6.3999999999999997E-005  -2.8022060411629637       -2.8024962660608974       -2.8023511536119305       -2.8023511100401577        4.5347640302128429        4.5347639466389253     
   1.2799999999999999E-005  -2.8023220893010765       -2.8023801342761532       -2.8023511117886146       -2.8023511100473861        4.5347636778471374        4.5347641860669050     
   2.5600000000000001E-006  -2.8023453055043417       -2.8023569145774196       -2.8023511100408807       -2.8023511099396883        4.5347941710332371        4.5348082882490246     
   5.1200000000000003E-007  -2.8023499486651975       -2.8023522712430915       -2.8023511099541443       -2.8023511098637939        4.5362849490204056        4.5372378610860666     
   1.0240000000000000E-007  -2.8023508773927785       -2.8023513414313084       -2.8023511094120432       -2.8023511095023936        4.5316262678105064        4.5378025497175694     
   2.0479999999999999E-008  -2.8023510595387435       -2.8023511571169393       -2.8023511083278416       -2.8023511087795923        4.7645603283054401        5.0071999746543279     
   4.0959999999999999E-009  -2.8023510703807655       -2.8023511245908739       -2.8023510974858197       -2.8023510884508012        13.234889800848444        22.058149668080741     
Valor exato = -2.80235111004
Valor exato derivada segunda =  4.53476386948
